Answer;Choice Text;Question Text;Section Title;Subsection Title;Survey Title
Yes;Modérément;Participez-vous constructivement aux réunions d'équipe et de direction ?;Vision et alignement commercial;Soutien à la politique commerciale du Groupe;Krys - Vente Contributeur
Yes;Totalement;Incarnez-vous les valeurs de service et d'excellence client de CODIR ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Développez-vous une relation de confiance durable avec vos clients ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous votre approche commerciale à la culture de chaque client ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous l'éthique commerciale et les bonnes pratiques CODIR ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Contribuez-vous à l'image de marque positive de CODIR sur le terrain ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Faites-vous preuve d'intégrité dans toutes vos relations commerciales ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Représentez-vous dignement les valeurs CODIR lors de vos interactions clients ?;Vision et alignement commercial;Culture commerciale et relation client;Krys - Vente Contributeur
Yes;Totalement;Maîtrisez-vous vos objectifs de vente et de développement territorial ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Suivez-vous régulièrement vos indicateurs de performance commerciale ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Atteignez-vous vos objectifs de chiffre d'affaires et de rentabilité ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Contribuez-vous à l'atteinte des objectifs collectifs de l'équipe ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Analysez-vous vos résultats pour améliorer votre performance ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Anticipez-vous les difficultés pour ajuster vos actions en conséquence ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Communiquez-vous proactivement sur vos résultats et difficultés ?;Vision et alignement commercial;Objectifs et performance commerciale;Krys - Vente Contributeur
Yes;Totalement;Maîtrisez-vous parfaitement les verres CODIR (caractéristiques techniques et avantages) ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Modérément;Savez-vous conseiller efficacement vos clients sur les lentilles de contact ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Modérément;Connaissez-vous l'offre montures et savez-vous la valoriser ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Totalement;Êtes-vous à jour sur les innovations et nouveautés produits ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous votre expertise aux besoins spécifiques de chaque client ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Modérément;Participez-vous activement aux formations produits Formatech ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Modérément;Savez-vous répondre aux questions techniques complexes de vos clients ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Totalement;Utilisez-vous efficacement l'expertise de l'équipe Formatech pour vos clients ?;Organisation commerciale;Expertise produits et spécialisations;Krys - Vente Contributeur
Yes;Totalement;Comprenez-vous clairement votre rôle et vos responsabilités dans l'équipe ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Collaborez-vous efficacement avec vos collègues commerciaux ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Coordonnez-vous vos actions avec les Responsables Comptes-Clés quand nécessaire ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les périmètres et zones d'intervention de chacun ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Participez-vous constructivement aux réunions et projets d'équipe ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Échangez-vous régulièrement avec vos collègues sur les bonnes pratiques ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Sollicitez-vous l'aide de vos collègues en cas de besoin ?;Organisation commerciale;Rôles et coordination équipe commerciale;Krys - Vente Contributeur
Yes;Totalement;Collaborez-vous efficacement avec la DRRA (Direction Réseaux) ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Modérément;Développez-vous des synergies avec les équipes marketing et support ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Totalement;Partagez-vous vos bonnes pratiques et retours terrain avec l'équipe ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Modérément;Contribuez-vous aux projets transversaux et initiatives collectives ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Totalement;Sollicitez-vous le support des équipes internes quand nécessaire ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Totalement;Transmettez-vous efficacement les informations terrain aux équipes support ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Totalement;Exploitez-vous les ressources et expertises disponibles dans le groupe ?;Organisation commerciale;Collaboration terrain et synergies;Krys - Vente Contributeur
Yes;Totalement;Gérez-vous efficacement votre portefeuille client et votre territoire ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Modérément;Priorisez-vous vos actions commerciales selon le potentiel de chaque client ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Planifiez-vous vos tournées et visites de manière optimale ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Identifiez-vous et prospectez-vous de nouveaux clients potentiels ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Segmentez-vous votre approche selon les types de clients ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Analysez-vous régulièrement la performance de votre territoire ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous votre stratégie territoriale selon les évolutions du marché ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Totalement;Optimisez-vous vos déplacements pour maximiser votre efficacité ?;Outils et méthodes de vente;Organisation territoriale et clientèle;Krys - Vente Contributeur
Yes;Modérément;Maîtrisez-vous parfaitement les outils CRM et de gestion commerciale ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Modérément;Utilisez-vous efficacement les systèmes de commande et de suivi CODIR ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Exploitez-vous les données et analyses disponibles pour optimiser vos actions ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Maintenez-vous à jour vos informations clients et vos rapports d'activité ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous rapidement aux évolutions des outils commerciaux ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Utilisez-vous les fonctionnalités avancées des outils à votre disposition ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Saisissez-vous correctement et en temps réel vos activités commerciales ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Exploitez-vous les alertes et notifications pour optimiser votre suivi client ?;Outils et méthodes de vente;Maîtrise des outils commerciaux;Krys - Vente Contributeur
Yes;Totalement;Utilisez-vous efficacement les supports marketing et PLV mis à disposition ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous vos présentations et supports selon les besoins clients ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Maîtrisez-vous les argumentaires et outils d'aide à la vente ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Exploitez-vous les formations et contenus développés par l'équipe marketing ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Contribuez-vous aux retours terrain pour améliorer les supports de vente ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Personnalisez-vous vos présentations selon le profil du client ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Utilisez-vous efficacement les outils digitaux de présentation ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Maintenez-vous vos supports de vente à jour et en bon état ?;Outils et méthodes de vente;Utilisation des supports de vente;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les processus de vente et les étapes de qualification ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Appliquez-vous une méthode structurée dans vos négociations ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Suivez-vous rigoureusement le processus de prise de commande ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les procédures de validation et de transmission des informations ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Contribuez-vous à l'amélioration continue des processus commerciaux ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Documentez-vous correctement vos interactions et décisions commerciales ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les délais et échéances dans vos processus de vente ?;Outils et méthodes de vente;Processus et méthodes commerciales;Krys - Vente Contributeur
Yes;Modérément;Participez-vous activement aux formations commerciales proposées ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Développez-vous continuellement vos techniques de vente et de négociation ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Cherchez-vous à améliorer vos connaissances du marché et de la concurrence ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Sollicitez-vous des feedbacks pour progresser dans votre pratique commerciale ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Modérément;Partagez-vous votre expertise et accompagnez-vous vos collègues moins expérimentés ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Vous tenez-vous informé des évolutions du secteur optique/audition ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Développez-vous vos compétences en communication et relation client ?;Outils et méthodes de vente;Développement des compétences commerciales;Krys - Vente Contributeur
Yes;Totalement;Accompagnez-vous efficacement vos clients dans leurs décisions d'achat ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Apportez-vous des conseils personnalisés selon les besoins spécifiques ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Assurez-vous un suivi régulier et proactif de vos clients ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Résolvez-vous rapidement les problèmes et réclamations clients ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Développez-vous une relation de partenariat durable avec vos clients ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Anticipez-vous les besoins futurs de vos clients ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Proposez-vous des solutions créatives adaptées aux défis de vos clients ?;Performance et excellence terrain;Accompagnement et support client;Krys - Vente Contributeur
Yes;Totalement;Faites-vous preuve d'excellence dans la qualité de vos échanges clients ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous votre communication selon le profil et les attentes de chaque client ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les engagements pris envers vos clients ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Anticipez-vous les besoins de vos clients pour leur proposer des solutions ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Incarnez-vous l'image d'expertise et de professionnalisme de CODIR ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Modérément;Créez-vous une expérience client mémorable et différenciante ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Maintenez-vous un niveau d'excellence constant dans toutes vos interactions ?;Performance et excellence terrain;Excellence dans la relation commerciale;Krys - Vente Contributeur
Yes;Totalement;Réagissez-vous rapidement aux demandes urgentes de vos clients ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Gérez-vous efficacement les situations de crise ou les réclamations ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Priorisez-vous vos actions selon le niveau d'urgence et d'importance ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Communiquez-vous rapidement les informations critiques à votre hiérarchie ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Adaptez-vous votre planning pour répondre aux urgences terrain ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Gardez-vous votre sang-froid dans les situations tendues ?;Performance et excellence terrain;Réactivité et gestion des urgences;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous la qualité et la cohérence dans vos actions commerciales ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Veillez-vous à la cohérence de vos messages avec la communication CODIR ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Maintenez-vous un niveau de service constant avec tous vos clients ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Respectez-vous les standards de qualité dans vos présentations et propositions ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Contribuez-vous à l'image de marque professionnelle de CODIR ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Vérifiez-vous la qualité de vos livrables avant transmission aux clients ?;Performance et excellence terrain;Qualité et cohérence des actions;Krys - Vente Contributeur
Yes;Totalement;Proposez-vous des idées innovantes pour développer votre territoire ?;Performance et excellence terrain;Innovation et développement commercial;Krys - Vente Contributeur
Yes;Totalement;Identifiez-vous de nouvelles opportunités commerciales et de marchés ?;Performance et excellence terrain;Innovation et développement commercial;Krys - Vente Contributeur
Yes;Peu;Contribuez-vous aux réflexions stratégiques sur le développement commercial ?;Performance et excellence terrain;Innovation et développement commercial;Krys - Vente Contributeur
Yes;Modérément;Expérimentez-vous de nouvelles approches pour améliorer vos résultats ?;Performance et excellence terrain;Innovation et développement commercial;Krys - Vente Contributeur
Yes;Modérément;Proposez-vous des améliorations basées sur votre expérience terrain ?;Performance et excellence terrain;Innovation et développement commercial;Krys - Vente Contributeur
