Answer;Choice Text;Question Text;Section Title;Subsection Title;Survey Title
Yes;Modérément;Vos formateurs adaptent-ils leur pédagogie aux difficultés spécifiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Totalement;Vos collaborateurs écoutent-ils activement les besoins des apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Totalement;Vos équipes cherchent-elles systématiquement des solutions face aux difficultés ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Modérément;Vos formateurs transforment-ils les erreurs en opportunités d'apprentissage ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Modérément;Vos collaborateurs ajustent-ils leurs méthodes selon les retours ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Totalement;Votre équipe apprend-elle de ses expériences pour améliorer les formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Manager
Yes;Modérément;Vos collaborateurs font-ils preuve de passion dans la transmission ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Modérément;L'engagement pour la réussite des apprenants est-il fort dans vos équipes ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Totalement;Votre équipe se mobilise-t-elle pour atteindre les objectifs de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Totalement;Chacun contribue-t-il au succès collectif des formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Modérément;La passion pour la formation transparaît-elle dans les interventions ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Modérément;Vos collaborateurs partagent-ils spontanément leurs bonnes pratiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Manager
Yes;Totalement;Vos collaborateurs agissent-ils toujours dans l'intérêt de l'apprenant ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Totalement;Vos équipes respectent-elles scrupuleusement la confidentialité ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Modérément;Les pratiques pédagogiques sont-elles conformes aux standards ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Totalement;Vos formateurs font-ils preuve d'honnêteté dans l'évaluation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Totalement;Vos collaborateurs respectent-ils leurs engagements envers les apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Totalement;Vos équipes assument-elles pleinement leurs responsabilités de formateurs ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Manager
Yes;Pas du tout;Vos équipes proposent-elles régulièrement des innovations pédagogiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
Yes;Modérément;Vos collaborateurs prennent-ils des initiatives pour améliorer l'efficacité ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
Yes;Modérément;Encouragez-vous l'innovation dans les approches et méthodes ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
Yes;Peu;Vos équipes anticipent-elles les évolutions des besoins de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
Yes;Peu;La créativité de vos collaborateurs enrichit-elle les contenus ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
Yes;Pas du tout;Vos formateurs explorent-ils de nouvelles modalités pédagogiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Manager
