Answer;Choice Text;Question Text;Section Title;Subsection Title;Survey Title
Yes;Modérément;L'identification des besoins de formation est-elle bien structurée ?;Des processus optimisés pour la formation et l'accompagnement;Processus de conception et délivrance des formations;Krys - Formation - Contributeur
Yes;Pas du tout;Les processus d'amélioration continue des formations sont-ils pratiqués ?;Des processus optimisés pour la formation et l'accompagnement;Processus de conception et délivrance des formations;Krys - Formation - Contributeur
Yes;Modérément;Maîtrisez-vous les outils de formation à distance nécessaires ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Peu;Les systèmes de gestion des formations répondent-ils à vos besoins ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Peu;Les outils facilitent-ils le suivi des apprenants et de leur progression ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Totalement;Disposez-vous des informations produits nécessaires pour bien former ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Peu;Les outils permettent-ils des formations efficaces en présentiel et distanciel ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Modérément;L'accès aux catalogues et documentations techniques est-il fluide ?;Des processus optimisés pour la formation et l'accompagnement;Outils et systèmes de formation (présentiel/distanciel);Krys - Formation - Contributeur
Yes;Totalement;Les indicateurs d'efficacité des formations sont-ils régulièrement mesurés ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Peu;Recevez-vous un feedback régulier sur la qualité de vos formations ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Pas du tout;Les performances de formation sont-elles suivies et analysées ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Modérément;Les résultats de satisfaction des apprenants sont-ils partagés ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Pas du tout;Participez-vous à l'analyse des indicateurs de performance formation ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Peu;Le suivi permet-il d'identifier les axes d'amélioration pédagogique ?;Des processus optimisés pour la formation et l'accompagnement;Suivi et évaluation de l'efficacité des formations;Krys - Formation - Contributeur
Yes;Pas du tout;Développez-vous régulièrement vos compétences en ingénierie pédagogique ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Modérément;Maîtrisez-vous les techniques d'animation et de transmission de savoir ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Totalement;Votre expertise produits (verres/contactologie) est-elle à jour ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Totalement;Connaissez-vous suffisamment les catalogues CODIR pour bien former ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Peu;Développez-vous vos compétences sur les nouvelles modalités pédagogiques ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Modérément;Maîtrisez-vous les techniques d'adaptation aux différents profils d'apprenants ?;Des processus optimisés pour la formation et l'accompagnement;Compétences en ingénierie pédagogique et expertise produits;Krys - Formation - Contributeur
Yes;Totalement;Faites-vous confiance à vos collègues formateurs dans leur expertise ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Totalement;Vos collègues peuvent-ils compter sur vous pour partager vos connaissances ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Modérément;Le respect mutuel caractérise-t-il les relations dans votre équipe ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Totalement;Exprimez-vous librement vos idées pour améliorer les formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Totalement;La confiance règne-t-elle dans vos relations avec les apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Pas du tout;Traitez-vous tous les apprenants avec le même niveau de respect ?;Des comportements exemplaires dans l'accompagnement pédagogique;Confiance et Respect dans la relation apprenant;Krys - Formation - Contributeur
Yes;Totalement;Adaptez-vous votre pédagogie aux difficultés d'apprentissage spécifiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Totalement;Écoutez-vous activement les besoins et questions des apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Totalement;Cherchez-vous systématiquement des solutions face aux difficultés de compréhension ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Modérément;Transformez-vous les erreurs en opportunités d'apprentissage ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Peu;Ajustez-vous vos méthodes selon les retours des apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Totalement;Votre équipe apprend-elle de ses expériences pour améliorer les formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Adaptation pédagogique et gestion des difficultés d'apprentissage;Krys - Formation - Contributeur
Yes;Totalement;Faites-vous preuve de passion dans la transmission de vos connaissances ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Totalement;Votre engagement pour la réussite des apprenants est-il fort ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Totalement;L'équipe se mobilise-t-elle pour atteindre les objectifs de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Totalement;Chacun contribue-t-il au succès collectif des formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Totalement;Votre passion pour la formation transparaît-elle dans vos interventions ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Totalement;Partagez-vous spontanément vos bonnes pratiques pédagogiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Engagement et passion pour la transmission de savoir;Krys - Formation - Contributeur
Yes;Modérément;Agissez-vous toujours dans l'intérêt de l'apprenant et de l'entreprise ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Modérément;Respectez-vous scrupuleusement la confidentialité des informations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Modérément;Vos pratiques pédagogiques sont-elles toujours conformes aux standards ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Totalement;Faites-vous preuve d'honnêteté dans l'évaluation des compétences ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Totalement;Respectez-vous vos engagements envers les apprenants ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Totalement;Assumez-vous pleinement vos responsabilités de formateur ?;Des comportements exemplaires dans l'accompagnement pédagogique;Ethique et Intégrité dans l'accompagnement formation;Krys - Formation - Contributeur
Yes;Peu;Proposez-vous régulièrement des innovations pédagogiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
Yes;Peu;Prenez-vous des initiatives pour améliorer l'efficacité des formations ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
Yes;Peu;Innovez-vous dans vos approches et méthodes de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
Yes;Pas du tout;Anticipez-vous les évolutions des besoins de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
Yes;Totalement;Votre créativité contribue-t-elle à enrichir les contenus de formation ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
Yes;Totalement;Explorez-vous de nouvelles modalités pédagogiques ?;Des comportements exemplaires dans l'accompagnement pédagogique;Innovation pédagogique et amélioration continue;Krys - Formation - Contributeur
